Data,ETF,FED
23/09/2011,24.89,0.25
27/09/2011,25.04,0.25
28/09/2011,25.14,0.25
29/09/2011,24.91,0.25
30/09/2011,25.02,0.25
03/10/2011,25.13,0.25
04/10/2011,24.94,0.25
05/10/2011,24.91,0.25
06/10/2011,24.92,0.25
07/10/2011,24.87,0.25
10/10/2011,24.99,0.25
11/10/2011,24.85,0.25
12/10/2011,24.77,0.25
13/10/2011,24.69,0.25
14/10/2011,24.74,0.25
17/10/2011,24.79,0.25
18/10/2011,24.82,0.25
19/10/2011,24.84,0.25
20/10/2011,24.84,0.25
21/10/2011,24.85,0.25
24/10/2011,24.86,0.25
25/10/2011,25.02,0.25
26/10/2011,24.96,0.25
27/10/2011,24.87,0.25
28/10/2011,24.94,0.25
31/10/2011,25.15,0.25
01/11/2011,25.27,0.25
02/11/2011,25.4,0.25
03/11/2011,25.28,0.25
04/11/2011,25.43,0.25
07/11/2011,25.39,0.25
08/11/2011,25.37,0.25
09/11/2011,25.28,0.25
10/11/2011,25.35,0.25
11/11/2011,25.32,0.25
14/11/2011,25.27,0.25
15/11/2011,25.27,0.25
16/11/2011,25.23,0.25
17/11/2011,25.2,0.25
18/11/2011,25.53,0.25
21/11/2011,25.17,0.25
22/11/2011,25.13,0.25
23/11/2011,25.31,0.25
25/11/2011,25.24,0.25
28/11/2011,25.29,0.25
29/11/2011,25.24,0.25
30/11/2011,25.29,0.25
01/12/2011,25.23,0.25
02/12/2011,25.27,0.25
05/12/2011,25.34,0.25
06/12/2011,25.3,0.25
07/12/2011,25.35,0.25
08/12/2011,24.98,0.25
09/12/2011,25.25,0.25
12/12/2011,25.32,0.25
13/12/2011,25.34,0.25
14/12/2011,25.29,0.25
15/12/2011,25.21,0.25
16/12/2011,25.31,0.25
19/12/2011,25.39,0.25
20/12/2011,25.39,0.25
21/12/2011,25.33,0.25
22/12/2011,25.33,0.25
23/12/2011,25.3,0.25
27/12/2011,25.25,0.25
28/12/2011,25.33,0.25
29/12/2011,25.21,0.25
30/12/2011,25.3,0.25
03/01/2012,25.25,0.25
04/01/2012,25.32,0.25
05/01/2012,25.45,0.25
06/01/2012,25.38,0.25
09/01/2012,25.48,0.25
10/01/2012,25.32,0.25
11/01/2012,25.5,0.25
12/01/2012,25.35,0.25
13/01/2012,25.23,0.25
17/01/2012,25.45,0.25
18/01/2012,25.44,0.25
19/01/2012,25.44,0.25
20/01/2012,25.34,0.25
23/01/2012,25.32,0.25
24/01/2012,25.37,0.25
25/01/2012,25.55,0.25
26/01/2012,25.62,0.25
27/01/2012,25.67,0.25
30/01/2012,25.74,0.25
31/01/2012,25.78,0.25
01/02/2012,25.78,0.25
02/02/2012,25.81,0.25
03/02/2012,25.68,0.25
06/02/2012,25.75,0.25
07/02/2012,25.68,0.25
08/02/2012,25.66,0.25
09/02/2012,25.61,0.25
10/02/2012,25.68,0.25
13/02/2012,25.68,0.25
14/02/2012,25.73,0.25
15/02/2012,25.67,0.25
16/02/2012,25.69,0.25
17/02/2012,25.57,0.25
21/02/2012,25.67,0.25
22/02/2012,25.73,0.25
23/02/2012,25.79,0.25
24/02/2012,25.77,0.25
27/02/2012,25.82,0.25
28/02/2012,25.82,0.25
29/02/2012,25.74,0.25
01/03/2012,25.71,0.25
02/03/2012,25.71,0.25
05/03/2012,25.67,0.25
06/03/2012,25.71,0.25
07/03/2012,25.72,0.25
08/03/2012,25.74,0.25
09/03/2012,25.75,0.25
12/03/2012,25.77,0.25
13/03/2012,25.72,0.25
14/03/2012,25.57,0.25
15/03/2012,25.59,0.25
16/03/2012,25.53,0.25
19/03/2012,25.5,0.25
20/03/2012,25.5,0.25
21/03/2012,25.52,0.25
22/03/2012,25.55,0.25
23/03/2012,25.59,0.25
26/03/2012,25.55,0.25
27/03/2012,25.6,0.25
28/03/2012,25.59,0.25
29/03/2012,25.61,0.25
30/03/2012,25.61,0.25
02/04/2012,25.61,0.25
03/04/2012,25.55,0.25
04/04/2012,25.54,0.25
05/04/2012,25.56,0.25
09/04/2012,25.67,0.25
10/04/2012,25.75,0.25
11/04/2012,25.83,0.25
12/04/2012,25.79,0.25
13/04/2012,25.85,0.25
16/04/2012,25.86,0.25
17/04/2012,25.86,0.25
18/04/2012,25.86,0.25
19/04/2012,25.8,0.25
20/04/2012,25.83,0.25
23/04/2012,25.88,0.25
24/04/2012,25.88,0.25
25/04/2012,25.88,0.25
26/04/2012,25.91,0.25
27/04/2012,25.94,0.25
30/04/2012,26.0,0.25
01/05/2012,25.96,0.25
02/05/2012,25.98,0.25
03/05/2012,25.96,0.25
04/05/2012,25.96,0.25
07/05/2012,25.95,0.25
08/05/2012,25.97,0.25
09/05/2012,25.99,0.25
10/05/2012,25.97,0.25
11/05/2012,25.98,0.25
14/05/2012,26.03,0.25
15/05/2012,26.02,0.25
16/05/2012,25.98,0.25
17/05/2012,26.02,0.25
18/05/2012,26.03,0.25
21/05/2012,26.04,0.25
22/05/2012,26.0,0.25
23/05/2012,25.99,0.25
24/05/2012,25.97,0.25
25/05/2012,25.94,0.25
29/05/2012,25.94,0.25
30/05/2012,26.01,0.25
31/05/2012,26.08,0.25
01/06/2012,25.95,0.25
04/06/2012,25.85,0.25
05/06/2012,25.91,0.25
06/06/2012,25.84,0.25
07/06/2012,25.88,0.25
08/06/2012,25.91,0.25
11/06/2012,25.94,0.25
12/06/2012,25.88,0.25
13/06/2012,25.92,0.25
14/06/2012,25.88,0.25
15/06/2012,26.03,0.25
18/06/2012,26.03,0.25
19/06/2012,26.01,0.25
20/06/2012,25.97,0.25
21/06/2012,25.88,0.25
22/06/2012,25.8,0.25
25/06/2012,25.84,0.25
26/06/2012,25.8,0.25
27/06/2012,25.81,0.25
28/06/2012,25.86,0.25
29/06/2012,25.89,0.25
02/07/2012,25.82,0.25
03/07/2012,25.81,0.25
05/07/2012,25.84,0.25
06/07/2012,25.91,0.25
09/07/2012,25.92,0.25
10/07/2012,25.94,0.25
11/07/2012,25.96,0.25
12/07/2012,25.93,0.25
13/07/2012,25.96,0.25
16/07/2012,26.0,0.25
17/07/2012,25.91,0.25
18/07/2012,25.98,0.25
19/07/2012,25.99,0.25
20/07/2012,26.01,0.25
23/07/2012,26.0,0.25
24/07/2012,25.99,0.25
25/07/2012,25.94,0.25
26/07/2012,25.93,0.25
27/07/2012,25.9,0.25
30/07/2012,25.97,0.25
31/07/2012,26.06,0.25
01/08/2012,26.04,0.25
02/08/2012,26.03,0.25
03/08/2012,26.01,0.25
06/08/2012,26.05,0.25
07/08/2012,26.03,0.25
08/08/2012,25.97,0.25
09/08/2012,25.94,0.25
10/08/2012,25.95,0.25
13/08/2012,25.95,0.25
14/08/2012,25.88,0.25
15/08/2012,25.79,0.25
16/08/2012,25.77,0.25
17/08/2012,25.75,0.25
20/08/2012,25.76,0.25
21/08/2012,25.79,0.25
22/08/2012,25.85,0.25
23/08/2012,26.01,0.25
24/08/2012,25.98,0.25
27/08/2012,26.04,0.25
28/08/2012,26.07,0.25
29/08/2012,26.03,0.25
30/08/2012,26.03,0.25
31/08/2012,26.14,0.25
04/09/2012,26.13,0.25
05/09/2012,26.16,0.25
06/09/2012,26.07,0.25
07/09/2012,26.13,0.25
10/09/2012,26.17,0.25
11/09/2012,26.26,0.25
12/09/2012,26.14,0.25
13/09/2012,26.34,0.25
14/09/2012,26.58,0.25
17/09/2012,26.39,0.25
18/09/2012,26.48,0.25
19/09/2012,26.28,0.25
20/09/2012,26.3,0.25
21/09/2012,26.27,0.25
24/09/2012,26.27,0.25
25/09/2012,26.29,0.25
26/09/2012,26.3,0.25
27/09/2012,26.27,0.25
28/09/2012,26.27,0.25
01/10/2012,26.3,0.25
02/10/2012,26.36,0.25
03/10/2012,26.37,0.25
04/10/2012,26.45,0.25
05/10/2012,26.45,0.25
08/10/2012,26.47,0.25
09/10/2012,26.39,0.25
10/10/2012,26.4,0.25
11/10/2012,26.36,0.25
12/10/2012,26.33,0.25
15/10/2012,26.36,0.25
16/10/2012,26.31,0.25
17/10/2012,26.24,0.25
18/10/2012,26.24,0.25
19/10/2012,26.26,0.25
22/10/2012,26.23,0.25
23/10/2012,26.23,0.25
24/10/2012,26.21,0.25
25/10/2012,26.14,0.25
26/10/2012,26.2,0.25
31/10/2012,26.35,0.25
01/11/2012,26.33,0.25
02/11/2012,26.34,0.25
05/11/2012,26.36,0.25
06/11/2012,26.27,0.25
07/11/2012,26.33,0.25
08/11/2012,26.39,0.25
09/11/2012,26.37,0.25
12/11/2012,26.37,0.25
13/11/2012,26.39,0.25
14/11/2012,26.36,0.25
15/11/2012,26.36,0.25
16/11/2012,26.39,0.25
19/11/2012,26.38,0.25
20/11/2012,26.34,0.25
21/11/2012,26.32,0.25
23/11/2012,26.3,0.25
26/11/2012,26.35,0.25
27/11/2012,26.39,0.25
28/11/2012,26.36,0.25
29/11/2012,26.41,0.25
30/11/2012,26.47,0.25
03/12/2012,26.43,0.25
04/12/2012,26.44,0.25
05/12/2012,26.46,0.25
06/12/2012,26.49,0.25
07/12/2012,26.48,0.25
10/12/2012,26.45,0.25
11/12/2012,26.46,0.25
12/12/2012,26.45,0.25
13/12/2012,26.37,0.25
14/12/2012,26.35,0.25
17/12/2012,26.34,0.25
18/12/2012,26.29,0.25
19/12/2012,26.34,0.25
20/12/2012,26.33,0.25
21/12/2012,26.31,0.25
24/12/2012,26.34,0.25
26/12/2012,26.34,0.25
27/12/2012,26.29,0.25
28/12/2012,26.29,0.25
31/12/2012,26.3,0.25
02/01/2013,26.21,0.25
03/01/2013,26.1,0.25
04/01/2013,26.07,0.25
07/01/2013,26.15,0.25
08/01/2013,26.17,0.25
09/01/2013,26.22,0.25
10/01/2013,26.19,0.25
11/01/2013,26.19,0.25
14/01/2013,26.18,0.25
15/01/2013,26.24,0.25
16/01/2013,26.23,0.25
17/01/2013,26.18,0.25
18/01/2013,26.2,0.25
22/01/2013,26.2,0.25
23/01/2013,26.22,0.25
24/01/2013,26.2,0.25
25/01/2013,26.1,0.25
28/01/2013,26.09,0.25
29/01/2013,26.11,0.25
30/01/2013,26.17,0.25
31/01/2013,26.21,0.25
01/02/2013,26.2,0.25
04/02/2013,26.22,0.25
05/02/2013,26.19,0.25
06/02/2013,26.22,0.25
07/02/2013,26.19,0.25
08/02/2013,26.19,0.25
11/02/2013,26.17,0.25
12/02/2013,26.16,0.25
13/02/2013,26.12,0.25
14/02/2013,26.16,0.25
15/02/2013,26.14,0.25
19/02/2013,26.13,0.25
20/02/2013,26.13,0.25
21/02/2013,26.13,0.25
22/02/2013,26.16,0.25
25/02/2013,26.22,0.25
26/02/2013,26.19,0.25
27/02/2013,26.18,0.25
28/02/2013,26.23,0.25
01/03/2013,26.26,0.25
04/03/2013,26.26,0.25
05/03/2013,26.27,0.25
06/03/2013,26.24,0.25
07/03/2013,26.2,0.25
08/03/2013,26.13,0.25
11/03/2013,26.16,0.25
12/03/2013,26.17,0.25
13/03/2013,26.19,0.25
14/03/2013,26.25,0.25
15/03/2013,26.28,0.25
18/03/2013,26.28,0.25
19/03/2013,26.26,0.25
20/03/2013,26.26,0.25
21/03/2013,26.23,0.25
22/03/2013,26.25,0.25
25/03/2013,26.25,0.25
26/03/2013,26.26,0.25
27/03/2013,26.29,0.25
28/03/2013,26.35,0.25
01/04/2013,26.34,0.25
02/04/2013,26.32,0.25
03/04/2013,26.34,0.25
04/04/2013,26.36,0.25
05/04/2013,26.39,0.25
08/04/2013,26.34,0.25
09/04/2013,26.31,0.25
10/04/2013,26.24,0.25
11/04/2013,26.29,0.25
12/04/2013,26.33,0.25
15/04/2013,26.27,0.25
16/04/2013,26.26,0.25
17/04/2013,26.22,0.25
18/04/2013,26.09,0.25
19/04/2013,26.16,0.25
22/04/2013,26.19,0.25
23/04/2013,26.17,0.25
24/04/2013,26.23,0.25
25/04/2013,26.28,0.25
26/04/2013,26.31,0.25
29/04/2013,26.31,0.25
30/04/2013,26.25,0.25
01/05/2013,26.21,0.25
02/05/2013,26.21,0.25
03/05/2013,26.14,0.25
06/05/2013,26.17,0.25
07/05/2013,26.15,0.25
08/05/2013,26.12,0.25
09/05/2013,26.14,0.25
10/05/2013,26.09,0.25
13/05/2013,26.02,0.25
14/05/2013,25.99,0.25
15/05/2013,26.0,0.25
16/05/2013,26.01,0.25
17/05/2013,25.95,0.25
20/05/2013,25.97,0.25
21/05/2013,25.99,0.25
22/05/2013,25.85,0.25
23/05/2013,25.82,0.25
24/05/2013,25.86,0.25
28/05/2013,25.74,0.25
29/05/2013,25.69,0.25
30/05/2013,25.6,0.25
31/05/2013,25.61,0.25
03/06/2013,25.59,0.25
04/06/2013,25.6,0.25
05/06/2013,25.57,0.25
06/06/2013,25.58,0.25
07/06/2013,25.5,0.25
10/06/2013,25.42,0.25
11/06/2013,25.39,0.25
12/06/2013,25.3,0.25
13/06/2013,25.39,0.25
14/06/2013,25.42,0.25
17/06/2013,25.38,0.25
18/06/2013,25.4,0.25
19/06/2013,25.16,0.25
20/06/2013,24.98,0.25
21/06/2013,24.77,0.25
24/06/2013,24.62,0.25
25/06/2013,24.68,0.25
26/06/2013,24.7,0.25
27/06/2013,24.9,0.25
28/06/2013,24.88,0.25
01/07/2013,24.97,0.25
02/07/2013,25.04,0.25
03/07/2013,25.0,0.25
05/07/2013,24.87,0.25
08/07/2013,24.97,0.25
09/07/2013,24.95,0.25
10/07/2013,24.92,0.25
11/07/2013,25.01,0.25
12/07/2013,25.03,0.25
15/07/2013,25.1,0.25
16/07/2013,25.14,0.25
17/07/2013,25.26,0.25
18/07/2013,25.19,0.25
19/07/2013,25.28,0.25
22/07/2013,25.28,0.25
23/07/2013,25.25,0.25
24/07/2013,25.11,0.25
25/07/2013,25.12,0.25
26/07/2013,25.11,0.25
29/07/2013,25.09,0.25
30/07/2013,25.11,0.25
31/07/2013,25.16,0.25
01/08/2013,25.11,0.25
02/08/2013,25.23,0.25
05/08/2013,25.23,0.25
06/08/2013,25.26,0.25
07/08/2013,25.24,0.25
08/08/2013,25.23,0.25
09/08/2013,25.27,0.25
12/08/2013,25.24,0.25
13/08/2013,25.11,0.25
14/08/2013,25.09,0.25
15/08/2013,24.97,0.25
16/08/2013,24.88,0.25
19/08/2013,24.81,0.25
20/08/2013,24.92,0.25
21/08/2013,24.81,0.25
22/08/2013,24.73,0.25
23/08/2013,24.84,0.25
26/08/2013,24.91,0.25
27/08/2013,25.01,0.25
28/08/2013,24.96,0.25
29/08/2013,24.91,0.25
30/08/2013,24.85,0.25
03/09/2013,24.8,0.25
04/09/2013,24.71,0.25
05/09/2013,24.59,0.25
06/09/2013,24.66,0.25
09/09/2013,24.7,0.25
10/09/2013,24.68,0.25
11/09/2013,24.76,0.25
12/09/2013,24.78,0.25
13/09/2013,24.79,0.25
16/09/2013,24.87,0.25
17/09/2013,24.91,0.25
18/09/2013,25.17,0.25
19/09/2013,25.11,0.25
20/09/2013,25.17,0.25
23/09/2013,25.16,0.25
24/09/2013,25.16,0.25
25/09/2013,25.17,0.25
26/09/2013,25.16,0.25
27/09/2013,25.18,0.25
30/09/2013,25.17,0.25
01/10/2013,25.15,0.25
02/10/2013,25.21,0.25
03/10/2013,25.22,0.25
04/10/2013,25.19,0.25
07/10/2013,25.2,0.25
08/10/2013,25.14,0.25
09/10/2013,25.16,0.25
10/10/2013,25.19,0.25
11/10/2013,25.2,0.25
14/10/2013,25.16,0.25
15/10/2013,25.18,0.25
16/10/2013,25.2,0.25
17/10/2013,25.25,0.25
18/10/2013,25.27,0.25
21/10/2013,25.26,0.25
22/10/2013,25.3,0.25
23/10/2013,25.31,0.25
24/10/2013,25.29,0.25
25/10/2013,25.31,0.25
28/10/2013,25.34,0.25
29/10/2013,25.32,0.25
30/10/2013,25.3,0.25
31/10/2013,25.26,0.25
01/11/2013,25.16,0.25
04/11/2013,25.18,0.25
05/11/2013,25.16,0.25
06/11/2013,25.28,0.25
07/11/2013,25.3,0.25
08/11/2013,25.18,0.25
11/11/2013,25.18,0.25
12/11/2013,25.16,0.25
13/11/2013,25.23,0.25
14/11/2013,25.32,0.25
15/11/2013,25.31,0.25
18/11/2013,25.35,0.25
19/11/2013,25.28,0.25
20/11/2013,25.22,0.25
21/11/2013,25.25,0.25
22/11/2013,25.3,0.25
25/11/2013,25.26,0.25
26/11/2013,25.28,0.25
27/11/2013,25.23,0.25
29/11/2013,25.2,0.25
02/12/2013,25.16,0.25
03/12/2013,25.18,0.25
04/12/2013,25.09,0.25
05/12/2013,25.07,0.25
06/12/2013,25.0,0.25
09/12/2013,25.0,0.25
10/12/2013,25.03,0.25
11/12/2013,25.02,0.25
12/12/2013,24.96,0.25
13/12/2013,24.99,0.25
16/12/2013,25.01,0.25
17/12/2013,25.06,0.25
18/12/2013,24.99,0.25
19/12/2013,24.91,0.25
20/12/2013,24.89,0.25
23/12/2013,24.9,0.25
24/12/2013,24.84,0.25
26/12/2013,24.84,0.25
27/12/2013,24.83,0.25
30/12/2013,24.84,0.25
31/12/2013,24.87,0.25
02/01/2014,24.88,0.25
03/01/2014,24.91,0.25
06/01/2014,24.93,0.25
07/01/2014,24.95,0.25
08/01/2014,24.9,0.25
09/01/2014,24.97,0.25
10/01/2014,25.03,0.25
13/01/2014,25.04,0.25
14/01/2014,24.99,0.25
15/01/2014,24.98,0.25
16/01/2014,24.99,0.25
17/01/2014,24.99,0.25
21/01/2014,24.96,0.25
22/01/2014,24.91,0.25
23/01/2014,25.01,0.25
24/01/2014,25.03,0.25
27/01/2014,25.0,0.25
28/01/2014,25.06,0.25
29/01/2014,25.09,0.25
30/01/2014,25.09,0.25
31/01/2014,25.13,0.25
03/02/2014,25.23,0.25
04/02/2014,25.17,0.25
05/02/2014,25.13,0.25
06/02/2014,25.14,0.25
07/02/2014,25.2,0.25
10/02/2014,25.21,0.25
11/02/2014,25.14,0.25
12/02/2014,25.11,0.25
13/02/2014,25.15,0.25
14/02/2014,25.14,0.25
18/02/2014,25.19,0.25
19/02/2014,25.12,0.25
20/02/2014,25.08,0.25
21/02/2014,25.09,0.25
24/02/2014,25.09,0.25
25/02/2014,25.14,0.25
26/02/2014,25.19,0.25
27/02/2014,25.2,0.25
28/02/2014,25.21,0.25
03/03/2014,25.28,0.25
04/03/2014,25.19,0.25
05/03/2014,25.2,0.25
06/03/2014,25.18,0.25
07/03/2014,25.15,0.25
10/03/2014,25.16,0.25
11/03/2014,25.18,0.25
12/03/2014,25.18,0.25
13/03/2014,25.22,0.25
14/03/2014,25.22,0.25
17/03/2014,25.18,0.25
18/03/2014,25.23,0.25
19/03/2014,25.0,0.25
20/03/2014,24.95,0.25
21/03/2014,24.98,0.25
24/03/2014,24.95,0.25
25/03/2014,24.94,0.25
26/03/2014,25.0,0.25
27/03/2014,24.99,0.25
28/03/2014,24.97,0.25
31/03/2014,24.99,0.25
01/04/2014,24.96,0.25
02/04/2014,24.9,0.25
03/04/2014,24.92,0.25
04/04/2014,24.99,0.25
07/04/2014,25.01,0.25
08/04/2014,25.04,0.25
09/04/2014,25.07,0.25
10/04/2014,25.13,0.25
11/04/2014,25.15,0.25
14/04/2014,25.11,0.25
15/04/2014,25.14,0.25
16/04/2014,25.13,0.25
17/04/2014,25.13,0.25
21/04/2014,25.14,0.25
22/04/2014,25.14,0.25
23/04/2014,25.19,0.25
24/04/2014,25.19,0.25
25/04/2014,25.18,0.25
28/04/2014,25.14,0.25
29/04/2014,25.16,0.25
30/04/2014,25.23,0.25
01/05/2014,25.26,0.25
02/05/2014,25.27,0.25
05/05/2014,25.24,0.25
06/05/2014,25.25,0.25
07/05/2014,25.26,0.25
08/05/2014,25.33,0.25
09/05/2014,25.31,0.25
12/05/2014,25.26,0.25
13/05/2014,25.32,0.25
14/05/2014,25.41,0.25
15/05/2014,25.5,0.25
16/05/2014,25.46,0.25
19/05/2014,25.46,0.25
20/05/2014,25.51,0.25
21/05/2014,25.51,0.25
22/05/2014,25.51,0.25
23/05/2014,25.53,0.25
27/05/2014,25.54,0.25
28/05/2014,25.61,0.25
29/05/2014,25.63,0.25
30/05/2014,25.6,0.25
02/06/2014,25.39,0.25
03/06/2014,25.3,0.25
04/06/2014,25.27,0.25
05/06/2014,25.32,0.25
06/06/2014,25.33,0.25
09/06/2014,25.29,0.25
10/06/2014,25.27,0.25
11/06/2014,25.31,0.25
12/06/2014,25.37,0.25
13/06/2014,25.29,0.25
16/06/2014,25.32,0.25
17/06/2014,25.3,0.25
18/06/2014,25.4,0.25
19/06/2014,25.41,0.25
20/06/2014,25.44,0.25
23/06/2014,25.45,0.25
24/06/2014,25.47,0.25
25/06/2014,25.52,0.25
26/06/2014,25.56,0.25
27/06/2014,25.57,0.25
30/06/2014,25.57,0.25
01/07/2014,25.43,0.25
02/07/2014,25.38,0.25
03/07/2014,25.39,0.25
07/07/2014,25.38,0.25
08/07/2014,25.4,0.25
09/07/2014,25.42,0.25
10/07/2014,25.46,0.25
11/07/2014,25.49,0.25
14/07/2014,25.46,0.25
15/07/2014,25.39,0.25
16/07/2014,25.4,0.25
17/07/2014,25.46,0.25
18/07/2014,25.43,0.25
21/07/2014,25.45,0.25
22/07/2014,25.43,0.25
23/07/2014,25.42,0.25
24/07/2014,25.38,0.25
25/07/2014,25.44,0.25
28/07/2014,25.43,0.25
29/07/2014,25.46,0.25
30/07/2014,25.35,0.25
31/07/2014,25.36,0.25
01/08/2014,25.36,0.25
04/08/2014,25.37,0.25
05/08/2014,25.36,0.25
06/08/2014,25.36,0.25
07/08/2014,25.42,0.25
08/08/2014,25.41,0.25
11/08/2014,25.4,0.25
12/08/2014,25.37,0.25
13/08/2014,25.45,0.25
14/08/2014,25.44,0.25
15/08/2014,25.45,0.25
18/08/2014,25.37,0.25
19/08/2014,25.37,0.25
20/08/2014,25.31,0.25
21/08/2014,25.3,0.25
22/08/2014,25.28,0.25
25/08/2014,25.26,0.25
26/08/2014,25.26,0.25
27/08/2014,25.31,0.25
28/08/2014,25.28,0.25
29/08/2014,25.3,0.25
02/09/2014,25.18,0.25
03/09/2014,25.2,0.25
04/09/2014,25.17,0.25
05/09/2014,25.16,0.25
08/09/2014,25.08,0.25
09/09/2014,25.01,0.25
10/09/2014,24.97,0.25
11/09/2014,24.98,0.25
12/09/2014,24.93,0.25
15/09/2014,24.95,0.25
16/09/2014,24.98,0.25
17/09/2014,24.8,0.25
18/09/2014,24.74,0.25
19/09/2014,24.77,0.25
22/09/2014,24.76,0.25
23/09/2014,24.83,0.25
24/09/2014,24.8,0.25
25/09/2014,24.85,0.25
26/09/2014,24.78,0.25
29/09/2014,24.82,0.25
30/09/2014,24.79,0.25
01/10/2014,24.93,0.25
02/10/2014,24.86,0.25
03/10/2014,24.82,0.25
06/10/2014,24.83,0.25
07/10/2014,24.9,0.25
08/10/2014,25.05,0.25
09/10/2014,25.0,0.25
10/10/2014,25.02,0.25
13/10/2014,25.1,0.25
14/10/2014,25.06,0.25
15/10/2014,25.07,0.25
16/10/2014,25.09,0.25
17/10/2014,25.07,0.25
20/10/2014,25.07,0.25
21/10/2014,25.04,0.25
22/10/2014,25.05,0.25
23/10/2014,24.98,0.25
24/10/2014,24.97,0.25
27/10/2014,24.95,0.25
28/10/2014,24.96,0.25
29/10/2014,24.89,0.25
30/10/2014,24.88,0.25
31/10/2014,24.9,0.25
03/11/2014,24.87,0.25
04/11/2014,24.86,0.25
05/11/2014,24.92,0.25
06/11/2014,24.88,0.25
07/11/2014,25.01,0.25
10/11/2014,24.93,0.25
11/11/2014,24.95,0.25
12/11/2014,24.89,0.25
13/11/2014,24.91,0.25
14/11/2014,24.91,0.25
17/11/2014,24.89,0.25
18/11/2014,24.87,0.25
19/11/2014,24.81,0.25
20/11/2014,24.86,0.25
21/11/2014,24.89,0.25
24/11/2014,24.91,0.25
25/11/2014,24.9,0.25
26/11/2014,24.91,0.25
28/11/2014,24.9,0.25
01/12/2014,24.91,0.25
02/12/2014,24.78,0.25
03/12/2014,24.77,0.25
04/12/2014,24.8,0.25
05/12/2014,24.62,0.25
08/12/2014,24.6,0.25
09/12/2014,24.71,0.25
10/12/2014,24.71,0.25
11/12/2014,24.66,0.25
12/12/2014,24.61,0.25
15/12/2014,24.53,0.25
16/12/2014,24.63,0.25
17/12/2014,24.54,0.25
18/12/2014,24.47,0.25
19/12/2014,24.53,0.25
22/12/2014,24.54,0.25
23/12/2014,24.42,0.25
24/12/2014,24.38,0.25
26/12/2014,24.38,0.25
29/12/2014,24.4,0.25
30/12/2014,24.43,0.25
31/12/2014,24.45,0.25
02/01/2015,24.61,0.25
05/01/2015,24.56,0.25
06/01/2015,24.52,0.25
07/01/2015,24.58,0.25
08/01/2015,24.58,0.25
09/01/2015,24.65,0.25
12/01/2015,24.65,0.25
13/01/2015,24.63,0.25
14/01/2015,24.8,0.25
15/01/2015,24.92,0.25
16/01/2015,24.84,0.25
20/01/2015,24.84,0.25
21/01/2015,24.81,0.25
22/01/2015,24.78,0.25
23/01/2015,24.9,0.25
26/01/2015,24.86,0.25
27/01/2015,24.96,0.25
28/01/2015,25.01,0.25
29/01/2015,25.02,0.25
30/01/2015,25.17,0.25
02/02/2015,25.16,0.25
03/02/2015,25.09,0.25
04/02/2015,25.13,0.25
05/02/2015,25.08,0.25
06/02/2015,24.86,0.25
09/02/2015,24.82,0.25
10/02/2015,24.77,0.25
11/02/2015,24.74,0.25
12/02/2015,24.76,0.25
13/02/2015,24.73,0.25
17/02/2015,24.64,0.25
18/02/2015,24.72,0.25
19/02/2015,24.68,0.25
20/02/2015,24.64,0.25
23/02/2015,24.66,0.25
24/02/2015,24.76,0.25
25/02/2015,24.84,0.25
26/02/2015,24.8,0.25
27/02/2015,24.94,0.25
02/03/2015,24.77,0.25
03/03/2015,24.81,0.25
04/03/2015,24.83,0.25
05/03/2015,24.76,0.25
06/03/2015,24.61,0.25
09/03/2015,24.54,0.25
10/03/2015,24.55,0.25
11/03/2015,24.61,0.25
12/03/2015,24.53,0.25
13/03/2015,24.47,0.25
16/03/2015,24.47,0.25
17/03/2015,24.44,0.25
18/03/2015,24.74,0.25
19/03/2015,24.73,0.25
20/03/2015,24.79,0.25
23/03/2015,24.77,0.25
24/03/2015,24.92,0.25
25/03/2015,24.92,0.25
26/03/2015,24.82,0.25
27/03/2015,24.83,0.25
30/03/2015,24.81,0.25
31/03/2015,24.83,0.25
01/04/2015,25.0,0.25
02/04/2015,24.94,0.25
06/04/2015,25.07,0.25
07/04/2015,25.08,0.25
08/04/2015,25.02,0.25
09/04/2015,24.92,0.25
10/04/2015,24.93,0.25
13/04/2015,24.96,0.25
14/04/2015,25.01,0.25
15/04/2015,25.04,0.25
16/04/2015,25.09,0.25
17/04/2015,25.17,0.25
20/04/2015,25.14,0.25
21/04/2015,25.1,0.25
22/04/2015,25.03,0.25
23/04/2015,25.08,0.25
24/04/2015,25.13,0.25
27/04/2015,25.15,0.25
28/04/2015,25.05,0.25
29/04/2015,25.02,0.25
30/04/2015,25.07,0.25
01/05/2015,24.99,0.25
04/05/2015,24.95,0.25
05/05/2015,24.94,0.25
06/05/2015,24.83,0.25
07/05/2015,24.85,0.25
08/05/2015,24.91,0.25
11/05/2015,24.79,0.25
12/05/2015,24.81,0.25
13/05/2015,24.83,0.25
14/05/2015,24.89,0.25
15/05/2015,24.95,0.25
18/05/2015,24.89,0.25
19/05/2015,24.76,0.25
20/05/2015,24.85,0.25
21/05/2015,24.89,0.25
22/05/2015,24.89,0.25
26/05/2015,24.88,0.25
27/05/2015,24.87,0.25
28/05/2015,24.84,0.25
29/05/2015,24.96,0.25
01/06/2015,24.85,0.25
02/06/2015,24.78,0.25
03/06/2015,24.69,0.25
04/06/2015,24.7,0.25
05/06/2015,24.66,0.25
08/06/2015,24.69,0.25
09/06/2015,24.67,0.25
10/06/2015,24.62,0.25
